Problem size,Base_HIP-block_25,Base_Seq-default,RAJA_HIP-block_25
3200,29.3042,5.25832,28.8078
12672,112.881,5.26504,112.269
50624,339.37,5.17562,337.689
101184,466.361,5.2024,463.558
202368,573.802,5.20566,568.456
404736,825.456,5.21928,826.853
809536,1023.07,5.22359,1033.34
1619008,1178.58,5.16814,1186.46
3237952,1229.66,5.16021,1220.68
4743104,1250.28,5.15267,1211.21
6475904,1202.57,5.15408,1190.51
9486208,1163.42,5.13914,1160.44
12648256,1170.24,5.1546,1170.83
