Problem size,Base_HIP-block_25,Base_Seq-default,RAJA_HIP-block_25
3200,242.112,11.2571,240.801
12672,485.178,11.21085,482.71950000000004
50624,728.244,11.172,724.638
101184,1000.83,11.172,994.815
202368,1231.45,11.172,1219.98
404736,1771.57,11.172,1774.57
809536,2195.71,11.172,2217.75
1619008,2529.48,11.0919,2546.38
3237952,2580.96,11.0749,2555.09
4743104,2580.96,11.0617,2555.09
6475904,2580.96,11.0617,2555.09
9486208,2546.27,11.0602,2533.9750000000004
12648256,2511.58,11.0617,2512.86
