Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
216,2.40771,4.83791,2.99912
1331,15.411,4.94522,18.0402
8000,90.9748,4.54837,109.653
17576,206.003,4.77019,244.507
35937,420.435,4.73832,487.086
79507,663.943,4.82424,699.638
157464,818.182,4.60436,829.536
328509,805.027,2.78153,827.737
681472,937.771,1.97875,950.518
1000000,784.035,1.763,780.45
1404928,809.14,1.88907,804.134
2048383,768.05,1.88388,764.498
2744000,708.65,1.76902,711.109
