Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
1377,203.569,13.9092,196.974
5508,493.27549999999997,13.354,474.1055
21951,782.982,12.8021,751.237
43902,1155.74,12.7988,1163.05
87804,1561.48,12.7893,1522.53
175608,1865.48,12.7893,1834.54
351216,2157.11,9.81092,2159.83
702459,2366.62,4.77572,2364.06
1404891,2366.62,3.93096,2364.06
2057940,2366.62,3.82584,2364.06
2809755,2290.76,3.7803,2275.59
4115853,2280.035,3.7597199999999997,2269.83
5487804,2269.31,3.73914,2264.07
