Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
160000,282.038,10.9259,281.64
320000,484.515,10.5095,491.281
640000,769.998,10.4641,771.498
1280000,1098.8,10.3463,1121.51
2560000,1537.47,9.57698,1537.84
5120000,2025.0,9.33421,2002.31
7500000,2268.75,9.21605,2270.15
10240000,2411.97,9.14268,2427.37
15000000,2557.58,9.06695,2543.69
20000000,2588.86,9.03661,2615.38
25000000,2593.46,9.01477,2577.97
30000000,2577.57,9.00109,2578.84
