Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
1377,112.498,7.70152,108.853
5508,272.4925,7.385235,261.9025
21951,432.487,7.07049,414.952
43902,638.329,7.06895,642.371
87804,862.391,7.0633,840.882
175608,1030.27,7.0633,1013.18
351216,1191.32,5.41833,1192.82
702459,1307.01,2.6375,1305.6
1404891,1307.01,2.17096,1305.6
2057940,1307.01,2.1129,1305.6
2809755,1265.12,2.08775,1256.74
4115853,1259.195,2.076385,1253.56
5487804,1253.27,2.06502,1250.38
