Problem size,Base_HIP-block_25,Base_Seq-default,RAJA_HIP-block_25
3200,112.881,5.25832,112.269
12672,226.1255,5.23036,224.979
50624,339.37,5.20566,337.689
101184,466.361,5.20566,463.558
202368,573.802,5.20566,568.456
404736,825.456,5.20566,826.853
809536,1023.07,5.20566,1033.34
1619008,1178.58,5.16814,1186.46
3237952,1202.57,5.16021,1190.51
4743104,1202.57,5.15408,1190.51
6475904,1202.57,5.15408,1190.51
9486208,1186.405,5.1533750000000005,1180.67
12648256,1170.24,5.15408,1170.83
