Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
1849,130.131,6.94882,128.414
7744,297.6135,6.93398,325.6465
32400,465.096,6.91914,522.879
65025,870.75,6.90635,883.357
131044,1436.18,6.89789,1451.21
264196,1661.51,6.86785,1643.27
528529,1727.01,6.8548,1675.75
1060900,1804.69,6.79735,1795.26
2125764,2064.0,6.73309,2050.3
3115225,2064.0,6.72062,2050.3
4255969,2064.0,6.50454,2050.3
6235009,1942.315,6.36966,1944.14
8317456,1820.63,6.23478,1837.98
