Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
417,23.5696,40.4766,37.0113
1667,57.475899999999996,39.95185,92.34215
6667,91.3822,39.4271,147.673
13334,195.225,39.2795,302.715
26667,388.829,38.8749,576.567
53334,573.135,38.6982,576.567
106667,579.227,38.2125,582.554
213334,597.937,31.957,589.757
426667,588.582,28.8211,583.162
625000,597.937,25.6852,589.757
