Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
512,1.36819,0.0204122,1.8982
3375,5.77634,0.0197187,7.64611
17576,9.05878,0.0193809,9.46373
35937,9.52453,0.0192874,10.8367
79507,9.97035,0.0191751,10.2362
166375,10.0119,0.0191437,10.0301
343000,10.3195,0.0190992,10.4729
704969,10.6345,0.019035,10.7633
1442897,10.7398,0.0190027,10.8304
2146689,10.744,0.0189847,10.8443
