Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
1728,76.4015,4.28896,76.1797
5832,97.67375,4.3242899999999995,98.60034999999999
17576,118.946,4.35962,121.021
39304,125.284,4.38435,125.991
74088,140.587,4.38589,139.452
140608,145.176,4.4039,143.176
287496,146.625,4.4039,146.252
551368,148.237,4.4039,152.408
1124864,151.497,4.40353,153.6845
1643032,154.757,4.40316,154.961
