Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
405,24.2929,9.68515,25.3164
1566,91.0123,9.87048,94.2495
6183,267.484,8.95938,272.69
12339,367.553,8.43279,363.984
24678,515.086,6.91891,513.128
49329,552.595,8.20543,586.063
98631,614.295,5.82203,639.324
197262,656.775,2.21994,679.812
394524,517.261,1.89364,532.456
577935,488.21,2.1138,500.604
