Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
31104,15.024750000000001,0.5885345,16.19475
73728,18.5512,0.57432,19.9817
144000,27.4057,0.462276,29.0971
248832,35.957,0.428621,37.5482
395136,37.471,0.425644,40.524
589824,44.2472,0.420849,42.9218
839808,44.2472,0.411853,46.3573
1152000,44.35385,0.399686,46.525000000000006
1533312,44.2472,0.387519,46.6927
