Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
405,16.244,6.47622,16.9284
1566,60.7029,6.58336,62.8621
6183,178.287,5.97172,181.757
12339,244.958,5.62009,242.58
24678,343.264,4.6109,341.959
49329,368.25,5.46811,390.553
98631,409.361,3.87975,426.04
197262,437.666,1.47934,453.017
394524,344.694,1.2619,354.82
577935,325.335,1.4086,333.594
