Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
417,6.44407,11.0666,10.1191
1667,15.714285,10.9231,25.24695
6667,24.9845,10.7796,40.3748
13334,53.3759,10.7393,82.7643
26667,106.308,10.6286,157.637
53334,156.699,10.5804,157.637
106667,158.364,10.4475,159.274
213334,163.48,8.73726,161.243
426667,160.922,7.87988,159.44
625000,163.48,7.0225,161.243
