Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
729,155.613,10.0932,152.573
3375,231.8795,10.045425,229.0285
9261,308.146,10.045,305.484
19683,389.674,10.0233,391.541
35937,428.424,10.0023,417.819
68921,428.424,10.0023,426.052
132651,428.424,10.0023,426.052
250047,425.069,9.6782,417.819
531441,405.766,9.191469999999999,413.0005
753571,386.463,8.70474,398.134
