Kernel,Variant,Tuning,Problem size,Checksum,Mean time per rep (sec.),Bandwidth (GiB per sec.),Mean gFlops (gigaFLOP per sec.),__source_file__,Backend,Variant_Tuning,Smoothed Mean flops (gigaFLOP per sec.),Smoothed Bandwidth (GiB per sec.)
Apps_FEMSWEEP,Base_HIP,block_64,589824, PASSED     ,0.00214837,45.7276,238.442,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_1500-kernel-run-data.csv,HIP,Base_HIP-block_64,224.695,43.4083
Apps_FEMSWEEP,RAJA_HIP,block_64,589824, PASSED     ,0.00197547,49.7298,259.312,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_1500-kernel-run-data.csv,HIP,RAJA_HIP-block_64,245.361,47.4007
Apps_FEMSWEEP,Base_HIP,block_64,839808, PASSED     ,0.00311296,45.2302,234.887,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_2048-kernel-run-data.csv,HIP,Base_HIP-block_64,225.548,43.6882
Apps_FEMSWEEP,RAJA_HIP,block_64,839808, PASSED     ,0.00281754,49.9725,259.514,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_2048-kernel-run-data.csv,HIP,RAJA_HIP-block_64,245.361,47.4007
Apps_FEMSWEEP,Base_HIP,block_64,144000, PASSED     ,0.000866754,26.6867,142.346,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_256-kernel-run-data.csv,HIP,Base_HIP-block_64,142.346,26.6867
Apps_FEMSWEEP,RAJA_HIP,block_64,144000, PASSED     ,0.000799894,28.9173,154.244,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_256-kernel-run-data.csv,HIP,RAJA_HIP-block_64,154.244,28.9173
Apps_FEMSWEEP,Base_HIP,block_64,1152000, PASSED     ,0.00447275,43.4083,224.695,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_3000-kernel-run-data.csv,HIP,Base_HIP-block_64,230.2175,44.4592
Apps_FEMSWEEP,RAJA_HIP,block_64,1152000, PASSED     ,0.00409603,47.4007,245.361,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_3000-kernel-run-data.csv,HIP,RAJA_HIP-block_64,252.3365,48.56525
Apps_FEMSWEEP,Base_HIP,block_64,31104, PASSED     ,0.000425912,10.964,61.0524,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_32-kernel-run-data.csv,HIP,Base_HIP-block_64,80.5322,14.710899999999999
Apps_FEMSWEEP,RAJA_HIP,block_64,31104, PASSED     ,0.000381122,12.2525,68.2273,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_32-kernel-run-data.csv,HIP,RAJA_HIP-block_64,89.616,16.3694
Apps_FEMSWEEP,Base_HIP,block_64,1533312, PASSED     ,0.00594037,43.6882,225.548,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_4000-kernel-run-data.csv,HIP,Base_HIP-block_64,225.548,43.6882
Apps_FEMSWEEP,RAJA_HIP,block_64,1533312, PASSED     ,0.0057369,45.2377,233.547,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_4000-kernel-run-data.csv,HIP,RAJA_HIP-block_64,245.361,47.4007
Apps_FEMSWEEP,Base_HIP,block_64,248832, PASSED     ,0.0011578,35.0883,185.26,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_512-kernel-run-data.csv,HIP,Base_HIP-block_64,185.26,35.0883
Apps_FEMSWEEP,RAJA_HIP,block_64,248832, PASSED     ,0.0010881,37.3359,197.127,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_512-kernel-run-data.csv,HIP,RAJA_HIP-block_64,197.127,37.3359
Apps_FEMSWEEP,Base_HIP,block_64,31104, PASSED     ,0.000429982,10.8602,60.4745,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_64-kernel-run-data.csv,HIP,Base_HIP-block_64,80.5322,14.710899999999999
Apps_FEMSWEEP,RAJA_HIP,block_64,31104, PASSED     ,0.000380951,12.258,68.258,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/FEMSWEEP_factor_64-kernel-run-data.csv,HIP,RAJA_HIP-block_64,89.616,16.3694
Apps_INTSC_HEXRECT,Base_HIP,block_64,1728, PASSED     ,0.000278862,0.281419,22.3078,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/INTSC_HEXRECT_factor_1-kernel-run-data.csv,HIP,Base_HIP-block_64,71.6922,0.892384
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,1728, PASSED     ,0.000262972,0.298423,23.6558,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/INTSC_HEXRECT_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-block_64,75.3348,0.937725
Apps_INTSC_HEXRECT,Base_HIP,block_64,1124864, PASSED     ,0.026362,1.87477,153.612,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_MI300A_tier1-CPX/INTSC_HEXRECT_factor_1024-kernel-run-data.csv,HIP,Base_HIP-block_64,151.48649999999998,1.849765
