Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
729,41.1061,10.0932,39.6654
3375,155.613,10.3028,152.573
9261,308.146,9.90615,305.484
19683,389.674,9.99765,391.541
35937,445.663,10.045,426.052
68921,428.424,10.0233,417.819
132651,440.106,10.0023,443.516
250047,425.069,9.6782,427.867
531441,386.463,8.59865,398.134
753571,386.187,8.70474,387.484
