Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
512,30.6189,15.6567,43.6999
3375,139.621,15.4946,188.688
17576,453.129,16.2801,456.074
35937,546.86,16.2304,615.301
79507,596.22,16.1896,660.309
166375,592.96,16.006,604.875
343000,609.31,15.9959,610.668
704969,635.654,15.5283,640.881
1442897,572.313,15.3286,569.819
2146689,564.035,14.0411,568.225
