Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
729,74.8639,4.9566,73.4013
3375,110.47345,4.8299,109.11115000000001
9261,146.083,4.7032,144.821
19683,183.315,4.70308,184.193
35937,199.773,4.69623,194.828
68921,199.773,4.67384,198.375
132651,199.773,4.649,198.375
250047,197.078,4.48718,194.828
531441,187.921,4.25506,191.26850000000002
753571,178.764,4.02294,184.162
