Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_CONVECTION3DPA-Base_Seq-default,702.0,13.0552,7.24657
Apps_CONVECTION3DPA-Base_HIP-block_64,21951.0,358.542,198.044
Apps_CONVECTION3DPA-RAJA_HIP-block_64,21951.0,350.353,193.521
