Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Comm_HALO_PACKING_FUSED-Base_Seq-direct,42875.0,0.0,34.2866
Comm_HALO_PACKING_FUSED-Base_HIP-direct_1024,42875.0,0.0,35.5465
Comm_HALO_PACKING_FUSED-RAJA_HIP-direct_1024,42875.0,0.0,28.3649
Comm_HALO_PACKING_FUSED-RAJA_HIP-funcptr_1024,42875.0,0.0,30.9433
Comm_HALO_PACKING_FUSED-RAJA_HIP-virtfunc_1024,42875.0,0.0,29.0926
