Kernel,Sat Problem Size,Sat GFLOP/s,Sat B/W (GiB per sec.)
Apps_LTIMES-Base_Seq-default,1344.0,6.18006,8.69785
Apps_LTIMES-Base_HIP-block_256,19392.0,109.457,152.356
Apps_LTIMES-RAJA_HIP-kernel_256,19392.0,92.6917,129.02
Apps_LTIMES-RAJA_HIP-launch_256,19392.0,109.559,152.498
