Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
512,37.4941,10.589,38.2069
3375,152.965,10.7024,159.37
17576,556.835,10.5172,664.877
35937,1036.49,10.4987,1079.64
79507,1903.39,10.3709,2003.83
166375,2769.61,10.5217,3240.53
343000,3407.7,10.728,4652.4
704969,4930.32,10.486,5672.4
1442897,4567.41,9.76601,4770.74
2146689,4669.88,9.64971,5023.79
4410944,4898.57,9.33941,5321.13
