Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
405,69.2993,13.6146,73.989
1566,170.54665,13.6106,179.01600000000002
6183,271.794,13.6066,284.043
12339,514.567,13.6066,534.463
24678,940.413,12.508,985.231
49329,1457.23,12.139,1587.84
98631,2126.82,11.7979,2058.54
197262,2435.93,10.7965,2483.77
394524,2495.05,7.72949,2506.66
577935,2541.235,7.6527,2583.995
1155843,2587.42,7.57591,2661.33
