Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
1000,67.436,15.1809,68.5372
5832,168.99599999999998,15.04115,170.03359999999998
27000,270.556,14.9014,271.53
54872,429.436,14.9014,428.486
117649,621.341,14.9014,621.106
238328,725.36,14.9065,725.675
493039,835.056,14.9065,832.406
1000000,871.264,14.9065,870.975
2048383,883.048,10.7769,883.978
2985984,887.9935,10.32883,887.837
6028568,883.048,9.88076,883.978
