Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
729,163.533,11.5777,162.29
3375,288.13599999999997,11.5567,290.451
9261,412.739,11.5777,418.612
19683,727.574,11.5777,722.443
35937,1053.65,11.5777,1051.09
68921,1386.0,11.5357,1375.17
132651,1621.29,11.4143,1628.39
250047,1701.15,11.2895,1700.82
531441,1781.14,11.0648,1779.54
753571,1813.2350000000001,10.577549999999999,1812.0149999999999
1442897,1845.33,10.0903,1844.49
