Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
729,78.6741,5.57301,78.0764
3375,137.17105,5.530835,138.26420000000002
9261,195.668,5.50448,198.452
19683,342.273,5.48866,339.859
35937,493.318,5.48866,492.121
68921,646.287,5.42675,641.236
132651,753.564,5.32245,756.865
250047,788.718,5.21751,788.566
531441,823.891,5.13006,823.152
753571,838.3599999999999,4.898745,837.796
1442897,852.829,4.66743,852.44
