Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
512,16.812,4.748,17.1316
3375,66.2827,4.63757,69.0584
17576,236.888,4.47421,282.851
35937,438.487,4.4415,456.743
79507,801.284,4.36589,843.566
166375,1161.75,4.4135,1359.29
343000,1425.42,4.48746,1946.07
704969,2057.77,4.37656,2367.49
1442897,1902.98,4.06895,1987.7
2146689,1944.11,4.01726,2091.45
4410944,2036.84,3.88335,2212.54
