Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
512,66.2827,4.63757,69.0584
3375,151.58535,4.55589,175.9547
17576,236.888,4.47421,282.851
35937,438.487,4.4415,456.743
79507,801.284,4.4415,843.566
166375,1161.75,4.4135,1359.29
343000,1425.42,4.37656,1946.07
704969,1902.98,4.37656,1987.7
1442897,1944.11,4.06895,2091.45
2146689,1990.475,4.043105000000001,2151.995
4410944,1944.11,4.01726,2091.45
