Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
1000,12.2151,16.4161,12.3837
5832,67.436,15.1809,68.5372
27000,270.556,14.9014,271.53
54872,429.436,14.3179,428.486
117649,621.341,13.8423,621.106
238328,725.36,15.265,725.675
493039,835.056,15.2577,832.406
1000000,892.939,14.9065,891.696
2048383,871.264,10.7769,870.975
2985984,883.048,9.88076,883.978
6028568,912.551,9.65281,912.545
