Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1000,3.8643,3.77658
5832,16.1278,16.9491
27000,28.6111,30.9703
54872,32.4459,32.3849
117649,35.2003,35.6716
238328,35.7645,36.3626
493039,35.8122,35.8717
1000000,36.5243,36.628
2048383,36.89,37.0069
2985984,37.0336,37.1615
