Problem size,Base_HIP-block_64,RAJA_HIP-block_64
31104,80.2089,89.22765
73728,98.9627,109.451
144000,142.684,155.162
248832,189.98,200.702
395136,223.982,231.961
589824,227.475,238.246
839808,227.475,239.015
1152000,227.68849999999998,241.764
1533312,227.902,244.513
