Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1000,14.9139,14.5753
5832,58.1073,61.0663
27000,99.6385,107.855
54872,111.794,111.584
117649,120.203,121.812
238328,121.341,123.371
493039,120.868,121.069
1000000,122.778,123.126
2048383,123.611,124.002
2985984,123.918,124.346
