Problem size,Base_HIP-block_64,RAJA_HIP-block_64
31104,61.409400000000005,68.8203
73728,98.9627,109.451
144000,142.684,155.162
248832,189.98,200.702
395136,223.982,238.246
589824,227.475,231.961
839808,234.996,254.094
1152000,227.902,244.513
1533312,220.807,239.015
