Problem size,Base_HIP-block_256,RAJA_HIP-block_256
512,13.1958,19.0842
3375,59.7181,80.9003
17576,186.543,194.027
35937,254.352,260.99
79507,272.156,280.623
166375,260.408,263.593
343000,253.681,255.023
704969,262.884,265.142
1442897,241.864,240.635
2146689,237.998,238.039
