Problem size,Base_HIP-block_256,RAJA_HIP-block_256
512,2624.7,2861.66
3375,3059.7,3255.35
17576,3494.7,3649.04
35937,3804.95,3827.66
79507,3835.77,3834.26
166375,3856.42,3867.16
343000,3976.05,3982.76
704969,4059.31,4104.0
1442897,4084.5,4127.71
2146689,4109.69,4151.42
