Problem size,Base_HIP-block_256,RAJA_HIP-block_256
512,1.72445,1.8974
3375,7.21709,7.69623
17576,9.82053,10.0112
35937,10.5011,10.7516
79507,10.4859,10.4218
166375,10.1206,10.2878
343000,10.4461,10.5499
704969,10.6978,10.8177
1442897,10.7622,10.9107
2146689,10.8284,10.9251
