Kernel,Variant,Tuning,Problem size,Checksum,Mean time per rep (sec.),Mean Bandwidth (GiB per sec.),Mean gFlops (gigaFLOP per sec.),__source_file__,Backend,Variant_Tuning,Smoothed Mean flops (gigaFLOP per sec.),Smoothed Bandwidth (GB per sec.)
Apps_FEMSWEEP,Base_HIP,block_64,1990656, PASSED     ,0.00207971,19.5339,103.136,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/FEMSWEEP_factor_64-kernel-run-data.csv,HIP,Base_HIP-block_64,99.3394,
Apps_FEMSWEEP,RAJA_HIP,block_64,1990656, PASSED     ,0.00195442,20.7863,109.748,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/FEMSWEEP_factor_64-kernel-run-data.csv,HIP,RAJA_HIP-block_64,109.691,
Apps_INTSC_HEXRECT,Base_HIP,block_64,1728, PASSED     ,0.000277771,0.282524,22.3954,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_1-kernel-run-data.csv,HIP,Base_HIP-block_64,70.2061,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,1728, PASSED     ,0.000262121,0.299392,23.7326,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-block_64,74.745,
Apps_INTSC_HEXRECT,Base_HIP,block_64,1124864, PASSED     ,0.0263955,1.87238,153.416,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_1024-kernel-run-data.csv,HIP,Base_HIP-block_64,152.90550000000002,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,1124864, PASSED     ,0.026446,1.86881,153.123,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-block_64,153.2955,
Apps_INTSC_HEXRECT,Base_HIP,block_64,140608, PASSED     ,0.0035243,1.75973,143.628,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_128-kernel-run-data.csv,HIP,Base_HIP-block_64,143.628,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,140608, PASSED     ,0.0034399,1.8029,147.152,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_128-kernel-run-data.csv,HIP,RAJA_HIP-block_64,147.152,
Apps_INTSC_HEXRECT,Base_HIP,block_64,1643032, PASSED     ,0.0384161,1.87829,153.97,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_1500-kernel-run-data.csv,HIP,Base_HIP-block_64,153.416,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,1643032, PASSED     ,0.0382067,1.88858,154.813,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_1500-kernel-run-data.csv,HIP,RAJA_HIP-block_64,153.468,
Apps_INTSC_HEXRECT,Base_HIP,block_64,17576, PASSED     ,0.000547102,1.42856,115.652,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_16-kernel-run-data.csv,HIP,Base_HIP-block_64,115.652,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,17576, PASSED     ,0.000534742,1.46158,118.325,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_16-kernel-run-data.csv,HIP,RAJA_HIP-block_64,118.325,
Apps_INTSC_HEXRECT,Base_HIP,block_64,287496, PASSED     ,0.00705209,1.79515,146.763,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_256-kernel-run-data.csv,HIP,Base_HIP-block_64,146.763,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,287496, PASSED     ,0.00696327,1.81805,148.635,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_256-kernel-run-data.csv,HIP,RAJA_HIP-block_64,148.635,
Apps_INTSC_HEXRECT,Base_HIP,block_64,39304, PASSED     ,0.00113758,1.53042,124.382,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_32-kernel-run-data.csv,HIP,Base_HIP-block_64,124.382,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,39304, PASSED     ,0.00112608,1.54603,125.652,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_32-kernel-run-data.csv,HIP,RAJA_HIP-block_64,125.652,
Apps_INTSC_HEXRECT,Base_HIP,block_64,5832, PASSED     ,0.000299051,0.873886,70.2061,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_4-kernel-run-data.csv,HIP,Base_HIP-block_64,92.92905,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,5832, PASSED     ,0.000280891,0.930384,74.745,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_4-kernel-run-data.csv,HIP,RAJA_HIP-block_64,96.535,
Apps_INTSC_HEXRECT,Base_HIP,block_64,551368, PASSED     ,0.0130249,1.86183,152.395,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_512-kernel-run-data.csv,HIP,Base_HIP-block_64,152.395,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,551368, PASSED     ,0.0129338,1.87494,153.468,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_512-kernel-run-data.csv,HIP,RAJA_HIP-block_64,153.123,
Apps_INTSC_HEXRECT,Base_HIP,block_64,74088, PASSED     ,0.0018957,1.72707,140.696,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_64-kernel-run-data.csv,HIP,Base_HIP-block_64,140.696,
Apps_INTSC_HEXRECT,RAJA_HIP,block_64,74088, PASSED     ,0.0019166,1.70823,139.162,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/INTSC_HEXRECT_factor_64-kernel-run-data.csv,HIP,RAJA_HIP-block_64,139.162,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,8192, PASSED     ,0.000214171,0.294376,0.267749,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,0.798103,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,8192, PASSED     ,0.000388352,0.162345,0.14766,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,0.440529,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,8192, PASSED     ,0.000247331,0.254909,0.231851,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,0.703317,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,6213632, PASSED     ,0.00125572,37.9925,34.6377,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1024-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,33.9118,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,6213632, PASSED     ,0.00688125,6.93307,6.32086,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,6.442679999999999,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,6213632, PASSED     ,0.0010944,43.5928,39.7435,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,37.418949999999995,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,778240, PASSED     ,0.000242171,24.6745,22.4952,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_128-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,22.4952,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,778240, PASSED     ,0.00114222,5.23145,4.7694,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_128-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,5.12075,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,778240, PASSED     ,0.000280721,21.286,19.406,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_128-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,19.406,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,9101312, PASSED     ,0.00169947,41.1186,37.4878,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1500-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,34.6377,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,9101312, PASSED     ,0.00970511,7.20029,6.5645,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1500-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,6.5645,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,9101312, PASSED     ,0.00164117,42.5792,38.8195,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_1500-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,38.8195,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,98304, PASSED     ,0.00022108,3.4147,3.11257,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_16-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,3.11257,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,98304, PASSED     ,0.000428922,1.76005,1.60432,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_16-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,1.60432,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,98304, PASSED     ,0.000248531,3.03754,2.76878,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_16-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,2.76878,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,1556480, PASSED     ,0.000451152,26.4894,24.1501,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_256-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,24.1501,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,1556480, PASSED     ,0.00185748,6.43385,5.86568,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_256-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,5.86568,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,1556480, PASSED     ,0.000435262,27.4564,25.0317,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_256-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,25.0317,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,196608, PASSED     ,0.000220091,6.85942,6.25312,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_32-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,6.25312,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,196608, PASSED     ,0.000474232,3.18346,2.90207,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_32-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,2.90207,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,196608, PASSED     ,0.000250111,6.0361,5.50258,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_32-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,5.50258,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,24576, PASSED     ,0.000215551,0.876092,0.798103,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_4-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,1.9553365,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,24576, PASSED     ,0.000390512,0.483576,0.440529,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_4-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,1.0224245,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,24576, PASSED     ,0.000244601,0.772043,0.703317,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_4-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,1.7360484999999999,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,3108864, PASSED     ,0.000655762,36.4002,33.1859,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_512-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,33.1859,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,3108864, PASSED     ,0.00325053,7.34337,6.69492,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_512-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,6.32086,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,3108864, PASSED     ,0.000604192,39.5071,36.0184,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_512-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,36.0184,
Apps_MASS3DEA,Base_HIP,compile_time_block_stride_loop_64,389120, PASSED     ,0.00023264,12.843,11.7084,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_64-kernel-run-data.csv,HIP,Base_HIP-compile_time_block_stride_loop_64,11.7084,
Apps_MASS3DEA,RAJA_HIP,compile_time_block_stride_loop_64,389120, PASSED     ,0.000531922,5.61698,5.12075,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_64-kernel-run-data.csv,HIP,RAJA_HIP-compile_time_block_stride_loop_64,4.7694,
Apps_MASS3DEA,RAJA_HIP,cached_block_stride_loop_64,389120, PASSED     ,0.000254951,11.7191,10.6838,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DEA_factor_64-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,10.6838,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,729, PASSED     ,2.9726e-06,20.109,40.1965,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_1-kernel-run-data.csv,HIP,Base_HIP-block_64,149.95,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,729, PASSED     ,2.78802e-06,21.4403,42.8577,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-block_64,155.56,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,531441, PASSED     ,0.000308458,179.184,387.372,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_1024-kernel-run-data.csv,HIP,Base_HIP-block_64,406.2255,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,531441, PASSED     ,0.000306322,180.434,390.074,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-block_64,402.97450000000003,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,68921, PASSED     ,3.53557e-05,196.987,422.449,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_128-kernel-run-data.csv,HIP,Base_HIP-block_64,422.449,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,68921, PASSED     ,3.55415e-05,195.957,420.241,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_128-kernel-run-data.csv,HIP,RAJA_HIP-block_64,420.241,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,753571, PASSED     ,0.000431114,182.38,394.63,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_1500-kernel-run-data.csv,HIP,Base_HIP-block_64,394.63,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,753571, PASSED     ,0.000434921,180.784,391.175,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_1500-kernel-run-data.csv,HIP,RAJA_HIP-block_64,391.175,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,9261, PASSED     ,6.30122e-06,140.464,296.292,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_16-kernel-run-data.csv,HIP,Base_HIP-block_64,296.292,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,9261, PASSED     ,6.01262e-06,147.206,310.514,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_16-kernel-run-data.csv,HIP,RAJA_HIP-block_64,310.514,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,132651, PASSED     ,6.73081e-05,201.445,433.408,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_256-kernel-run-data.csv,HIP,Base_HIP-block_64,422.449,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,132651, PASSED     ,6.84193e-05,198.173,426.369,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_256-kernel-run-data.csv,HIP,RAJA_HIP-block_64,420.241,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,19683, PASSED     ,1.03446e-05,186.532,396.514,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_32-kernel-run-data.csv,HIP,Base_HIP-block_64,396.514,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,19683, PASSED     ,1.04642e-05,184.4,391.983,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_32-kernel-run-data.csv,HIP,RAJA_HIP-block_64,391.983,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,3375, PASSED     ,4.27062e-06,72.1398,149.95,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_4-kernel-run-data.csv,HIP,Base_HIP-block_64,223.12099999999998,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,3375, PASSED     ,4.11662e-06,74.8385,155.56,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_4-kernel-run-data.csv,HIP,RAJA_HIP-block_64,233.037,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,250047, PASSED     ,0.000133119,193.718,417.821,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_512-kernel-run-data.csv,HIP,Base_HIP-block_64,417.821,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,250047, PASSED     ,0.000134097,192.305,414.774,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_512-kernel-run-data.csv,HIP,RAJA_HIP-block_64,414.774,
Apps_MASS3DPA_ATOMIC,Base_HIP,block_64,35937, PASSED     ,1.77211e-05,202.044,431.533,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_64-kernel-run-data.csv,HIP,Base_HIP-block_64,422.449,
Apps_MASS3DPA_ATOMIC,RAJA_HIP,block_64,35937, PASSED     ,1.77523e-05,201.689,430.775,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASS3DPA_ATOMIC_factor_64-kernel-run-data.csv,HIP,RAJA_HIP-block_64,420.241,
Apps_MASSVEC3DPA,Base_HIP,runtime_block_stride_loop_64,5376, PASSED     ,8.04884e-06,5.86876,19.2028,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1-kernel-run-data.csv,HIP,Base_HIP-runtime_block_stride_loop_64,72.3824,
Apps_MASSVEC3DPA,Base_HIP,direct_64,5376, PASSED     ,3.76362e-06,12.5509,41.0668,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1-kernel-run-data.csv,HIP,Base_HIP-direct_64,148.444,
Apps_MASSVEC3DPA,RAJA_HIP,runtime_block_stride_loop_64,5376, PASSED     ,1.0242e-05,4.61205,15.0908,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-runtime_block_stride_loop_64,56.8299,
Apps_MASSVEC3DPA,RAJA_HIP,direct_64,5376, PASSED     ,3.86942e-06,12.2077,39.944,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-direct_64,141.199,
Apps_MASSVEC3DPA,RAJA_HIP,cached_block_stride_loop_64,5376, PASSED     ,7.47402e-06,6.32012,20.6796,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,78.4651,
Apps_MASSVEC3DPA,Base_HIP,runtime_block_stride_loop_64,5437248, PASSED     ,0.000372339,128.068,419.835,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1024-kernel-run-data.csv,HIP,Base_HIP-runtime_block_stride_loop_64,421.046,
Apps_MASSVEC3DPA,Base_HIP,direct_64,5437248, PASSED     ,0.000293391,162.529,532.807,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1024-kernel-run-data.csv,HIP,Base_HIP-direct_64,541.4245000000001,
Apps_MASSVEC3DPA,RAJA_HIP,runtime_block_stride_loop_64,5437248, PASSED     ,0.000566476,84.1774,275.953,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-runtime_block_stride_loop_64,286.431,
Apps_MASSVEC3DPA,RAJA_HIP,direct_64,5437248, PASSED     ,0.000295233,161.515,529.483,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-direct_64,542.586,
Apps_MASSVEC3DPA,RAJA_HIP,cached_block_stride_loop_64,5437248, PASSED     ,0.000359153,132.769,435.249,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_1024-kernel-run-data.csv,HIP,RAJA_HIP-cached_block_stride_loop_64,433.49300000000005,
Apps_MASSVEC3DPA,Base_HIP,runtime_block_stride_loop_64,679680, PASSED     ,4.675e-05,127.505,417.985,build_lc_toss4-cray-mpich-9.0.1-amdclang-6.4.3-gfx942/RPBenchmark_tier1-CPX/MASSVEC3DPA_factor_128-kernel-run-data.csv,HIP,Base_HIP-runtime_block_stride_loop_64,420.152,
