Problem size,Base_HIP-block_64,RAJA_HIP-block_64
31104,14.6502,16.2959
73728,18.2641,20.1998
144000,26.75,29.0893
248832,35.9821,38.013
395136,42.7271,44.4846
589824,43.6243,45.4482
839808,43.6243,46.2969
1152000,43.8261,46.7669
1533312,44.0279,47.2369
