Problem size,Base_HIP-block_256,RAJA_HIP-block_256
1000,58.1073,61.0663
5832,78.8729,84.46065
27000,99.6385,107.855
54872,111.794,111.584
117649,120.203,121.069
238328,120.868,121.812
493039,121.341,123.126
1000000,122.778,123.371
2048383,123.1945,123.564
2985984,123.611,124.002
