Problem size,Base_HIP-block_256,RAJA_HIP-block_256
512,7.21709,7.69623
3375,8.51881,8.853715000000001
17576,9.82053,10.0112
35937,10.1206,10.2878
79507,10.4461,10.4218
166375,10.4859,10.5499
343000,10.4859,10.5499
704969,10.6978,10.8177
1442897,10.73,10.8642
2146689,10.7622,10.9107
