Problem size,Base_HIP-block_64,RAJA_HIP-block_64
405,55.8142,62.7914
1566,111.6436,122.39970000000001
6183,167.473,182.008
12339,231.873,244.452
24678,330.124,347.711
49329,372.94,397.169
98631,372.94,397.169
197262,372.94,397.169
394524,375.58000000000004,390.0005
577935,337.096,352.048
