Problem size,Base_HIP-block_64,RAJA_HIP-block_64
1728,0.890078,0.961429
5832,1.1671690000000001,1.2227695
17576,1.44426,1.48411
39304,1.52565,1.54402
74088,1.70428,1.71962
140608,1.77572,1.80642
287496,1.81744,1.82373
551368,1.87605,1.88361
1124864,1.88209,1.884995
1643032,1.88813,1.88638
