Problem size,Base_HIP-block_64,RAJA_HIP-block_64
1728,71.5069,77.2391
5832,94.21545,98.69454999999999
17576,116.924,120.15
39304,123.996,125.488
74088,138.839,140.089
140608,144.933,147.439
287496,148.585,149.099
551368,153.559,154.178
1124864,154.13299999999998,154.3705
1643032,154.707,154.563
