Problem size,Base_HIP-block_64,RAJA_HIP-block_64
1728,22.2696,23.5546
5832,71.5069,77.2391
17576,116.924,120.15
39304,123.996,125.488
74088,138.839,140.089
140608,144.933,147.439
287496,148.585,149.099
551368,153.559,154.178
1124864,154.707,154.563
1643032,155.316,154.667
