Problem size,Base_HIP-block_256,RAJA_HIP-block_256
512,59.7181,80.9003
3375,123.13055,137.46365
17576,186.543,194.027
35937,254.352,260.99
79507,254.352,260.99
166375,260.408,263.593
343000,260.408,263.593
704969,253.681,255.023
1442897,247.7725,247.829
2146689,241.864,240.635
