Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
702,51.003,9.58193,50.311
2754,123.2935,9.635449999999999,123.042
10989,195.584,9.58193,195.773
21951,352.724,9.58193,352.946
43902,580.97,9.40624,589.277
87804,902.974,9.23949,846.664
175608,1139.85,8.95436,1121.27
351216,1299.59,8.59976,1294.09
702459,1372.29,8.36122,1332.77
1028970,1400.865,7.65874,1360.6799999999998
2057940,1429.44,6.95626,1388.59
