Problem size,Base_CUDA-block_25,Base_Seq-default,RAJA_CUDA-block_25
1600,15.285,6.5807,15.3135
6336,61.5,6.95157,60.989
25344,236.56,7.01696,236.652
50624,422.384,7.02056,422.768
101184,667.038,6.83109,667.937
202368,1033.94,6.88576,1032.6
404736,1270.66,6.77938,1264.16
809536,1432.49,6.86773,1425.82
1619008,1489.37,6.4805,1479.04
2371584,1545.07,5.83072,1536.46
4743104,1606.41,5.71091,1599.49
