Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
702,92.2323,17.3277,90.981
2754,223.13165,17.4344,222.6775
10989,354.031,17.3277,354.374
21951,638.578,17.3277,638.979
43902,1051.88,17.0316,1066.92
87804,1634.96,16.7287,1533.0
175608,2063.9,16.2136,2030.26
351216,2353.16,15.571,2343.2
702459,2484.81,15.1397,2413.24
1028970,2536.55,13.8677,2463.785
2057940,2588.29,12.5957,2514.33
