Problem size,Base_CUDA-block_25,Base_Seq-default,RAJA_CUDA-block_25
1600,131.824,14.9006,130.729
6336,319.685,14.97785,319.23650000000004
25344,507.546,14.9006,507.744
50624,906.382,14.9006,907.206
101184,1431.49,14.7777,1433.42
202368,2218.97,14.7395,2216.09
404736,2727.06,14.6598,2713.09
809536,3074.41,14.5497,3060.07
1619008,3196.5,13.9085,3174.31
2371584,3256.2650000000003,13.2112,3235.935
4743104,3316.03,12.5139,3297.56
