Kernel,Variant,Tuning,Problem size,Checksum,Mean time per rep (sec.),Bandwidth (GiB per sec.),Mean gFlops (gigaFLOP per sec.),__source_file__,Backend,Variant_Tuning
Apps_DEL_DOT_VEC_2D,Base_CUDA,block_256,528529, PASSED     ,8.60536e-06,2750.66,3316.6,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/DEL_DOT_VEC_2D_factor_512-kernel-run-data.csv,CUDA,Base_CUDA-block_256
Apps_DEL_DOT_VEC_2D,RAJA_CUDA,block_256,528529, PASSED     ,8.56361e-06,2764.07,3332.77,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/DEL_DOT_VEC_2D_factor_512-kernel-run-data.csv,CUDA,RAJA_CUDA-block_256
Apps_DEL_DOT_VEC_2D,Base_Seq,default,65025, PASSED     ,0.000345132,8.46653,10.1739,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/DEL_DOT_VEC_2D_factor_64-kernel-run-data.csv,Seq,Base_Seq-default
Apps_DEL_DOT_VEC_2D,Base_CUDA,block_256,65025, PASSED     ,3.35478e-06,871.018,1046.67,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/DEL_DOT_VEC_2D_factor_64-kernel-run-data.csv,CUDA,Base_CUDA-block_256
Apps_DEL_DOT_VEC_2D,RAJA_CUDA,block_256,65025, PASSED     ,3.31757e-06,880.787,1058.41,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/DEL_DOT_VEC_2D_factor_64-kernel-run-data.csv,CUDA,RAJA_CUDA-block_256
Comm_HALO_PACKING_FUSED,Base_Seq,direct,1860867, PASSED     ,0.000726923,14.1839,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1024-kernel-run-data.csv,Seq,Base_Seq-direct
Comm_HALO_PACKING_FUSED,Base_CUDA,direct_1024,1860867, PASSED     ,0.000140216,73.5342,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1024-kernel-run-data.csv,CUDA,Base_CUDA-direct_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,direct_1024,1860867, PASSED     ,0.000136501,75.5354,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1024-kernel-run-data.csv,CUDA,RAJA_CUDA-direct_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,funcptr_1024,1860867, PASSED     ,0.000141866,72.6788,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1024-kernel-run-data.csv,CUDA,RAJA_CUDA-funcptr_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,virtfunc_1024,1860867, PASSED     ,0.000142139,72.5391,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1024-kernel-run-data.csv,CUDA,RAJA_CUDA-virtfunc_1024
Comm_HALO_PACKING_FUSED,Base_Seq,direct,205379, PASSED     ,9.36717e-05,25.7731,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_128-kernel-run-data.csv,Seq,Base_Seq-direct
Comm_HALO_PACKING_FUSED,Base_CUDA,direct_1024,205379, PASSED     ,4.68721e-05,51.5063,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_128-kernel-run-data.csv,CUDA,Base_CUDA-direct_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,direct_1024,205379, PASSED     ,5.99539e-05,40.2678,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_128-kernel-run-data.csv,CUDA,RAJA_CUDA-direct_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,funcptr_1024,205379, PASSED     ,5.51753e-05,43.7553,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_128-kernel-run-data.csv,CUDA,RAJA_CUDA-funcptr_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,virtfunc_1024,205379, PASSED     ,5.54841e-05,43.5118,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_128-kernel-run-data.csv,CUDA,RAJA_CUDA-virtfunc_1024
Comm_HALO_PACKING_FUSED,Base_Seq,direct,2744000, PASSED     ,0.000990967,13.453,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1500-kernel-run-data.csv,Seq,Base_Seq-direct
Comm_HALO_PACKING_FUSED,Base_CUDA,direct_1024,2744000, PASSED     ,0.000150907,88.3422,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1500-kernel-run-data.csv,CUDA,Base_CUDA-direct_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,direct_1024,2744000, PASSED     ,0.000153234,87.001,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1500-kernel-run-data.csv,CUDA,RAJA_CUDA-direct_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,funcptr_1024,2744000, PASSED     ,0.000161472,82.5619,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1500-kernel-run-data.csv,CUDA,RAJA_CUDA-funcptr_1024
Comm_HALO_PACKING_FUSED,RAJA_CUDA,virtfunc_1024,2744000, PASSED     ,0.000162264,82.1592,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_1500-kernel-run-data.csv,CUDA,RAJA_CUDA-virtfunc_1024
Comm_HALO_PACKING_FUSED,Base_Seq,direct,421875, PASSED     ,0.000198529,19.5101,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_256-kernel-run-data.csv,Seq,Base_Seq-direct
Comm_HALO_PACKING_FUSED,Base_CUDA,direct_1024,421875, PASSED     ,6.39387e-05,60.5788,0.0,build_lc_toss4-mvapich2-2.3.7-nvcc-12.9.1-90-gcc-10.3.1/RPBenchmark_H100_tier2/HALO_PACKING_FUSED_factor_256-kernel-run-data.csv,CUDA,Base_CUDA-direct_1024
