Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
841,16.3134,10.3907,16.2211
3844,74.0756,10.4875,74.024
15876,301.812,10.4793,304.338
32400,584.269,10.5197,581.203
65025,1046.67,10.1739,1058.41
131044,1744.94,10.7407,1755.33
264196,2752.57,10.1873,2752.84
528529,3316.6,9.82016,3332.77
1060900,2650.84,8.96536,2650.95
1555009,2790.09,8.63781,2792.87
3115225,2961.37,8.62398,2964.89
