Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
64,7.57386,5.27123,8.03078
512,28.44948,5.245785,30.30984
3375,49.3251,5.22034,52.5889
8000,116.784,5.22034,123.763
17576,251.866,4.84513,268.187
35937,431.565,4.84513,434.228
79507,774.039,4.84513,751.847
157464,780.501,5.05119,858.197
328509,837.387,5.05119,904.162
493039,853.0274999999999,5.051875,921.8125
1000000,837.387,5.05119,904.162
