Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
27,293.57,4.62777,326.893
64,456.764,4.6395,476.3115
216,619.958,4.65123,625.73
512,853.911,4.66559,841.732
1000,992.716,4.66666,975.897
1728,1055.5,4.66836,1054.95
3375,1114.2,4.66666,1110.39
6859,1148.53,4.66666,1148.54
13824,1166.1,4.66843,1165.1
19683,1167.465,4.667045,1167.085
39304,1168.83,4.66566,1169.07
