Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
80000,185.245,6.21439,182.04
160000,345.609,8.07202,346.669
320000,638.26,7.95189,628.902
640000,1113.95,7.98527,1109.59
1280000,1798.43,7.7401,1793.54
2560000,2126.15,7.04253,2115.35
3750000,2188.95,6.62487,2192.44
7500000,2115.68,6.50583,2113.59
10000000,2191.86,6.51347,2192.79
12500000,2239.48,6.59158,2238.9
15000000,2265.99,6.56119,2261.96
