Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
64,3.64713,17.6762,4.39112
512,22.4171,15.6634,23.7695
3375,132.972,14.2103,141.771
8000,305.958,13.6766,324.241
17576,646.562,12.4379,688.457
35937,1091.71,12.2524,1098.45
79507,1932.98,12.054,1877.56
157464,2620.58,12.5233,2325.58
328509,2057.35,12.4101,2108.48
493039,1910.98,12.3707,2213.75
1000000,2116.18,12.2002,2417.72
