Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
80000,0.0,0.0,0.0
160000,0.0,0.0,0.0
320000,0.0,0.0,0.0
640000,0.0,0.0,0.0
1280000,0.0,0.0,0.0
2560000,0.0,0.0,0.0
3750000,0.0,0.0,0.0
7500000,0.0,0.0,0.0
10000000,0.0,0.0,0.0
12500000,0.0,0.0,0.0
15000000,0.0,0.0,0.0
