Problem size,Base_CUDA-block_64,Base_Seq-default,RAJA_CUDA-block_64
702,13.0808,8.99998,12.8703
2754,51.003,9.58193,50.311
10989,195.584,9.833,195.773
21951,352.724,9.68897,352.946
43902,580.97,9.23949,589.277
87804,902.974,8.59976,846.664
175608,1139.85,9.40624,1121.27
351216,1299.59,8.95436,1294.09
702459,1372.29,8.36122,1332.77
1028970,1429.44,6.95626,1388.59
2057940,1512.12,6.7363,1470.0
