Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
80000,345.609,7.95189,346.669
160000,491.93449999999996,7.968579999999999,487.7855
320000,638.26,7.95189,628.902
640000,1113.95,7.95189,1109.59
1280000,1798.43,7.7401,1793.54
2560000,2115.68,7.04253,2113.59
3750000,2126.15,6.62487,2115.35
7500000,2188.95,6.59158,2192.44
10000000,2191.86,6.56119,2192.79
12500000,2215.67,6.53733,2215.8450000000003
15000000,2239.48,6.56119,2238.9
