Problem size,Base_CUDA-block_25,Base_Seq-default,RAJA_CUDA-block_25
1600,32.6401,14.0527,32.701
6336,131.824,14.9006,130.729
25344,507.546,15.0551,507.744
50624,906.382,15.0652,907.206
101184,1431.49,14.6598,1433.42
202368,2218.97,14.7777,2216.09
404736,2727.06,14.5497,2713.09
809536,3074.41,14.7395,3060.07
1619008,3196.5,13.9085,3174.31
2371584,3316.03,12.5139,3297.56
4743104,3447.69,12.2568,3432.84
