Problem size,Base_CUDA-block_256,Base_Seq-default,RAJA_CUDA-block_256
841,14.1366,9.00417,14.0566
3844,62.6523,8.87021,62.6087
15876,252.507,8.7674,254.62
32400,487.276,8.77331,484.718
65025,871.018,8.46653,880.787
131044,1449.86,8.92438,1458.49
264196,2284.61,8.45538,2284.84
528529,2750.66,8.14447,2764.07
1060900,2197.32,7.43151,2197.41
1555009,2312.22,7.15839,2314.53
3115225,2453.4,7.14469,2456.31
