Problem size,Base_HIP-block_256,Base_Seq-default,RAJA_HIP-block_256
1331,11.6555,0.0195325,15.9162
8000,26.7207,0.019413,35.24865
35937,41.7859,0.0192935,54.5811
79507,50.0086,0.0192253,58.752
166375,56.8739,0.0191493,59.8984
343000,61.1716,0.0191105,63.2589
704969,63.2963,0.0190425,63.3001
1442897,63.3082,0.0190052,63.9446
2985984,63.717,0.0189935,63.9446
4410944,63.9287,0.0189848,64.9219
6028568,64.6727,0.0189842,65.1231
8869743,64.71015,0.0189758,65.3008
12008989,64.7476,0.0189674,65.4785
