Problem size,Base_HIP-block_64,Base_Seq-default,RAJA_HIP-block_64
783,148.572,9.8788,155.076
3105,366.7875,9.600495,374.767
12339,585.003,9.34422,594.458
24678,1041.98,9.32219,1079.58
49329,1553.62,9.2631,1557.96
98631,2030.39,9.18884,2104.73
197262,2763.42,6.63667,2865.87
394524,3330.12,4.39209,3411.32
789048,3357.58,4.39209,3488.83
1155843,3357.58,4.39209,3488.83
1578096,3357.58,4.5304,3488.83
2311659,3197.665,4.5915300000000006,3337.8050000000003
3082212,3037.75,4.65266,3186.78
